id,module_fqcn,chunk_type,stable_id,question,expected_type,expected_default,expected_choices,expected_deprecated,expected_alternative,ansible_core_version,generated_at
2e2e0455-0a18-4ae1-8f51-e70ef6f997d7,ansible.builtin.apt,parameter,ansible.builtin.apt::param::force_apt_get,What valid choices or values can be used for the force_apt_get parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
ec8f076b-6f34-453c-8241-10b5c267c8f4,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_downgrade,What is the data type of the allow_downgrade parameter for the ansible.builtin.apt module?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
b70ed82a-65a8-431a-bc57-da53713f8d92,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_downgrade,What is the default value for allow_downgrade in ansible.builtin.apt?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
0bdc7de3-2dbd-471b-be18-2aef9c32e741,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_downgrade,What valid choices or accepted values can be used for the allow_downgrade parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
d2f08748-5dd1-4981-8914-ea67bfc43dbd,ansible.builtin.apt,parameter,ansible.builtin.apt::param::default_release,What data type does the default_release parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
31a93dac-4f99-423f-9556-bc836c3c4cff,ansible.builtin.apt,parameter,ansible.builtin.apt::param::default_release,What is the default value of default_release when it is not specified?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
1552e8cb-88b3-4aa9-8b58-e78fb5053ccc,ansible.builtin.apt,parameter,ansible.builtin.apt::param::default_release,What valid choices or formats are allowed for the default_release parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
46cc1a66-e6d0-4f53-85ab-f9d8df599f60,ansible.builtin.apt,parameter,ansible.builtin.apt::param::cache_valid_time,What data type does the cache_valid_time parameter accept?,int,0,"",,,2.21.3,2026-08-18T12:17:47Z
16625e69-de19-4a96-8cb5-ccb03bb4134a,ansible.builtin.apt,parameter,ansible.builtin.apt::param::cache_valid_time,What is the default value of cache_valid_time in the ansible.builtin.apt module?,int,0,"",,,2.21.3,2026-08-18T12:17:47Z
b1d5fb42-1c55-4bb9-a692-df49b68c8ea6,ansible.builtin.apt,parameter,ansible.builtin.apt::param::cache_valid_time,"What units or valid choices are accepted for cache_valid_time (for example, is it specified in seconds or other formats)?",int,0,"",,,2.21.3,2026-08-18T12:17:47Z
2761ed2e-9d68-4360-a240-d630e227ca13,ansible.builtin.apt,parameter,ansible.builtin.apt::param::fail_on_autoremove,What data type does the fail_on_autoremove parameter accept in the ansible.builtin.apt module?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
4b8aef9b-0645-4094-a444-db4e98ad8052,ansible.builtin.apt,parameter,ansible.builtin.apt::param::fail_on_autoremove,What is the default value for the fail_on_autoremove parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
c1ab4eee-f054-452c-bb67-f8bb284a53ef,ansible.builtin.apt,parameter,ansible.builtin.apt::param::fail_on_autoremove,What are the valid choices or allowed values for the fail_on_autoremove parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
e82b963c-ef59-418d-9751-6715c79c3f14,ansible.builtin.apt,parameter,ansible.builtin.apt::param::install_recommends,What data type does the install_recommends parameter accept?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
d9d776a6-6c85-4fa2-aa3c-3a84f3dbd41e,ansible.builtin.apt,parameter,ansible.builtin.apt::param::install_recommends,What is the default value or default behavior of install_recommends when it is not specified?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
01afc37d-de74-48c3-a49e-d810688fa565,ansible.builtin.apt,parameter,ansible.builtin.apt::param::install_recommends,What valid choices or allowed values can be used for the install_recommends parameter?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
e2ceeb2a-dfd8-4864-b90d-4a0eb9286469,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retries,What is the default value for the update_cache_retries parameter in the ansible.builtin.apt module?,int,5,"",,,2.21.3,2026-08-18T12:17:47Z
bb5412f9-880d-482c-9a45-151a589b259d,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retries,What type of value does the update_cache_retries parameter accept in ansible.builtin.apt?,int,5,"",,,2.21.3,2026-08-18T12:17:47Z
aec9e1e1-fb52-4cfd-ae5e-03d0c50f61fc,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retries,What are the valid choices or allowed range for the update_cache_retries parameter in the ansible.builtin.apt module?,int,5,"",,,2.21.3,2026-08-18T12:17:47Z
9ca7af3b-2055-466d-b54d-5d87a859942f,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_unauthenticated,What data type does the allow_unauthenticated parameter accept in the ansible.builtin.apt module?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
1fd5cdaf-80dc-417c-aec7-21beed44a596,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_unauthenticated,What is the default value for the allow_unauthenticated parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
795b5ea1-1aad-4106-b511-0601aa606910,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_unauthenticated,What valid choices or values are allowed for the allow_unauthenticated parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
cdae8564-e252-4eb4-8ea2-feb7fc817402,ansible.builtin.apt,parameter,ansible.builtin.apt::param::auto_install_module_deps,What data type does the ansible.builtin.apt parameter auto_install_module_deps accept?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
0f703a1f-e240-4deb-81b0-7f6d548590a2,ansible.builtin.apt,parameter,ansible.builtin.apt::param::auto_install_module_deps,What is the default value configured for the auto_install_module_deps option in ansible.builtin.apt?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
9d25569e-10e0-46ef-9174-940189d8b59d,ansible.builtin.apt,parameter,ansible.builtin.apt::param::auto_install_module_deps,What valid choices or allowed values can be used for the auto_install_module_deps parameter?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
138bca24-c3db-4bc4-a631-89efefb249d7,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_change_held_packages,What data type does the allow_change_held_packages parameter expect in the ansible.builtin.apt module?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
b9a00a60-b544-4243-9f78-9e498b23fee9,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_change_held_packages,What is the default value for the allow_change_held_packages parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
158bac93-da91-491e-8d42-9fc003392d1e,ansible.builtin.apt,parameter,ansible.builtin.apt::param::allow_change_held_packages,What are the valid choices or allowable values for the allow_change_held_packages parameter?,bool,no,"",,,2.21.3,2026-08-18T12:17:47Z
1bd908a1-7664-42d4-b971-63400b623df6,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retry_max_delay,What is the data type of the update_cache_retry_max_delay parameter?,int,12,"",,,2.21.3,2026-08-18T12:17:47Z
42ade7b8-6a8e-428b-b470-a10b55b93013,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retry_max_delay,What is the default value for update_cache_retry_max_delay?,int,12,"",,,2.21.3,2026-08-18T12:17:47Z
fbbc89e9-3ef0-42d0-9e33-b8f03fcedf69,ansible.builtin.apt,parameter,ansible.builtin.apt::param::update_cache_retry_max_delay,What are the valid choices or allowed values for update_cache_retry_max_delay?,int,12,"",,,2.21.3,2026-08-18T12:17:47Z
e46ec3f6-81c8-4ddc-a2af-a2211f560c51,ansible.builtin.apt,overview,ansible.builtin.apt::overview,"Is the Ansible module 'ansible.builtin.apt' deprecated, and if so, which module should be used instead?",,,"",false,,2.21.3,2026-08-18T12:17:47Z
8f5b2cb1-b304-458b-9502-0be133e3c7cf,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::id,What data type is expected for the id parameter of the ansible.builtin.apt_key module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
f178c745-f17e-4919-a099-bc24895b16bb,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::id,What is the default value of the id parameter if it is not provided?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
f21bb72b-0df2-41fe-84a8-9e2decd0a20b,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::id,"What are the valid formats or choices for the id parameter (for example, can a subkey id be used)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
e047e210-7f6d-4f8d-ac5f-ef8bcd519c4c,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::url,What data type does the url parameter accept for ansible.builtin.apt_key?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
9d809ad3-52e5-42b3-a783-4ad36a0ae9de,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::url,"Is there a default value for the url parameter, and if so what is it?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
8024e756-c257-4e07-bb09-aa025e77dcd0,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::url,What are the valid choices or accepted formats for the url parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
142d5bb0-fc7f-45c8-bf6d-0df89c1a82cb,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::data,What data type is expected for the 'data' parameter of ansible.builtin.apt_key?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
2036e3fc-c610-40a5-92a6-6653802e3e2a,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::data,"If I omit the 'data' parameter, what default value will be used?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
dc94d31e-8c86-46ac-afdf-56a41df43301,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::data,What valid choices or formats are allowed for the 'data' parameter (the keyfile contents)?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
02b543de-240a-4830-8bba-2c0f2cef5fc2,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::file,"What data type does the file parameter expect (for example, string, list, or other)?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
17f3068e-a159-4b63-aac1-15992ae03ae8,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::file,What is the default value of the file parameter if it is not specified?,path,,"",,,2.21.3,2026-08-18T12:17:47Z
f04ed382-2317-4e1f-a544-6d946854e9bd,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::file,"What are the valid choices or accepted formats for the file parameter — for example, must it be an absolute path, can it be a relative path, or can it point to a directory?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
e20a398a-45e4-467d-a147-0c6d6639d796,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::state,"What are the valid choices for the module parameter named ""state"" in ansible.builtin.apt_key?",str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
e7b7c898-8d40-4eb6-8f6d-0409f6981afb,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::state,"What is the default value of the ""state"" parameter for the ansible.builtin.apt_key module?",str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
fe26b24f-a5fb-433e-8f05-a95ee7423f59,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::state,"What data type does the ""state"" parameter of ansible.builtin.apt_key expect?",str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
914b41ba-992c-41f7-8ee0-00f0dcc5003c,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyring,What data type does the keyring parameter accept in the ansible.builtin.apt_key module?,path,,"",,,2.21.3,2026-08-18T12:17:47Z
2f9ed027-fe22-49d7-be49-c252377490b9,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyring,"If the keyring parameter is not provided, what default value is used?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
8a17f29c-f73e-4aeb-90fa-500bab1861c4,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyring,What are the valid choices or allowed values for the keyring parameter (any constraints on the file path)?,path,,"",,,2.21.3,2026-08-18T12:17:47Z
76d9d0d2-7cc9-4bba-91d9-3ad551a095d2,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyserver,What type of value does the keyserver parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
a82f1cbd-9277-4471-a044-5f5d20e46a40,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyserver,What is the default value of the keyserver parameter if none is specified?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
1212f988-322d-4319-9c57-691056df5715,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::keyserver,What valid choices or formats are allowed for the keyserver parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
575fc609-ee94-422b-939b-83a15abd2a9c,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::validate_certs,What data type should be used for the validate_certs parameter in ansible.builtin.apt_key?,bool,yes,"",,,2.21.3,2026-08-18T12:17:47Z
68b1d750-74b0-4994-a56b-4e1a83cbf4ef,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::validate_certs,What is the default value of the validate_certs option for the ansible.builtin.apt_key module?,bool,yes,"",,,2.21.3,2026-08-18T12:17:47Z
cbab623b-9e30-49e3-8f91-1a6a05ba3fda,ansible.builtin.apt_key,parameter,ansible.builtin.apt_key::param::validate_certs,What valid choices or allowed values exist for the validate_certs parameter?,bool,yes,"",,,2.21.3,2026-08-18T12:17:47Z
c4a88e57-98bb-4eee-8828-cbbcabd75d0f,ansible.builtin.apt_key,overview,ansible.builtin.apt_key::overview,"Is the Ansible module ansible.builtin.apt_key deprecated, and if so, what module or approach should be used instead?",,,"",true,ansible.builtin.deb822_repository,2.21.3,2026-08-18T12:17:47Z
f29280bb-7b29-431c-bac7-27fac44c5aec,ansible.builtin.copy,parameter,ansible.builtin.copy::param::src,"What type of value does the src parameter expect — a single path string, a list of paths, or another type?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
00eb04eb-8875-472d-98d3-fca36577569a,ansible.builtin.copy,parameter,ansible.builtin.copy::param::src,"If src is not provided, what is its default value?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
dad2fcb1-c87f-4fea-8cf1-c295a67a7d34,ansible.builtin.copy,parameter,ansible.builtin.copy::param::src,"What are the valid choices or formats for src — for example, can it be a directory, and does a trailing slash change how it is interpreted?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
6b0936ab-dbc0-4ec9-95d0-883e929c83ef,ansible.builtin.copy,parameter,ansible.builtin.copy::param::dest,"What data type is expected for the dest parameter (for example, string or list)?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
edaf29ec-5333-4060-b83e-635bce42715c,ansible.builtin.copy,parameter,ansible.builtin.copy::param::dest,What is the default value of the dest parameter when it is not provided?,path,,"",,,2.21.3,2026-08-18T12:17:47Z
89e6483e-5271-4749-ad7e-db39dc011e8e,ansible.builtin.copy,parameter,ansible.builtin.copy::param::dest,"What are the valid choices or allowed formats for dest — for instance, must it be an absolute path, can it be a relative path, or can it specify a directory?",path,,"",,,2.21.3,2026-08-18T12:17:47Z
e79b0143-df29-4626-a3a7-5eba2efa1813,ansible.builtin.copy,parameter,ansible.builtin.copy::param::mode,What type of value does the ansible.builtin.copy module's mode parameter accept?,raw,,"",,,2.21.3,2026-08-18T12:17:47Z
29de3362-89f1-4c72-8243-dbf12e3c9b21,ansible.builtin.copy,parameter,ansible.builtin.copy::param::mode,"If I don't set the mode parameter in ansible.builtin.copy, what is the default behavior or default value used?",raw,,"",,,2.21.3,2026-08-18T12:17:47Z
cc363139-4cde-4efa-8a44-6cc7e5d4255d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::mode,"What valid formats or choices can be used for the mode parameter in ansible.builtin.copy (for example, numeric, symbolic, or special strings)?",raw,,"",,,2.21.3,2026-08-18T12:17:47Z
ea305c71-4b87-4515-951f-8ad7481b54ae,ansible.builtin.copy,parameter,ansible.builtin.copy::param::force,What data type does the ansible.builtin.copy module's 'force' parameter accept?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
3729a53a-3a7f-4b69-9629-e2fd144e0a4d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::force,What is the default value for the 'force' parameter in ansible.builtin.copy?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
9dcd3d4c-07af-45c6-a10a-d5ac60840058,ansible.builtin.copy,parameter,ansible.builtin.copy::param::force,What valid choices or values can be supplied to the 'force' option?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
8a51dc87-a8a2-42dd-9e7d-f46a1a3cd889,ansible.builtin.copy,parameter,ansible.builtin.copy::param::group,"What data type should be provided for the group parameter (for example: string, integer, or something else)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
d2f05d91-9ad3-4b8c-a054-1725606274ce,ansible.builtin.copy,parameter,ansible.builtin.copy::param::group,"If the group parameter is left unspecified, what is the default behavior or default value used by the module?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
cdb71587-3f5e-4053-bda0-02601ca0e6ec,ansible.builtin.copy,parameter,ansible.builtin.copy::param::group,"What are the valid choices or formats for the group parameter (e.g., group name versus numeric group ID), and are there any restrictions or caveats to be aware of?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
